specimen_ID	cre	excitation	R_input	R_ASC	C	El	th_inf	total charge 1/300+1/100	total charge 1/3+1/10+1/100	spike_cut_length	reset_slope	reset_intercept	LIF_opt_th_inf	LIFASC_opt_th_inf	peak_v_long_square	fast_trough_v_long_square	upstroke_downstroke_ratio_long_square	upstroke_downstroke_ratio_short_square
479225080	Rorb-IRES2-Cre-D	excitatory	257407634.535758	363799706.888388	1.22E-010	-0.074815321	0.0278408786	-1.71E-012	-2.20E-012	161	0.4966691021	0.0085279606	0.0255348125	0.0266942727	39.5	-43.375	3.4605600153	3.5752138168
490283519	Scnn1a-Tg2-Cre	excitatory	115333955.350706	126117469.765898	1.90E-010	-0.0741969852	0.0228319666	-3.49E-012	-2.67E-012	199	0.596376626	0.0030930603	0.0272400218	0.0281527052	32.0625	-45.71875	3.4608120666	4.0590454519
570459682	Chat-IRES-Cre-neo	inhibitory	216075934.617889	217275313.734369	6.70E-011	-0.0607111149	0.0144196852	7.14E-013	-2.00E-012	65	0.3560445432	0.0039142864	0.0215763186	0.0192914006	37.5	-51.375	2.5847114015	3.1154424911
515202564	Scnn1a-Tg3-Cre	excitatory	185899875.844249	248424703.499833	1.45E-010	-0.0781953869	0.0318957532	-2.72E-012	-3.42E-012	153	0.4349588698	0.011087705	0.0272846579	0.0281202191	32	-48.5312538147	3.8240729838	3.8306504713
481127348	Pvalb-IRES-Cre	inhibitory	156490030.277588	168166012.430735	5.04E-011	-0.074631429	0.0308378433	-5.44E-013	-4.88E-013	33	0.2543372841	0.0110914247	0.0353778377	0.0310174834	12.2500009537	-57.2187538147	1.4888355953	1.6967333406
484770879	Rorb-IRES2-Cre-D	excitatory	129316368.220885	139880454.340585	9.31E-011	-0.0762576472	0.023708694	-2.28E-012	-1.65E-012	76	0.3201564031	0.0121110045	0.0337226067	0.0303131449	39.1250038147	-50.875	3.318061105	3.868559353
504608602	Sst-IRES-Cre	inhibitory	399119969.006333	333804002.562439	9.61E-011	-0.0629904966	0.0155676482	1.20E-012	-1.22E-012	42	0.4153019834	-0.0067007941	0.0308895068	0.025795668	27.875	-61.7500038147	1.6981605579	1.7671298052
566305266	Nkx2-1-CreERT2	inhibitory	232068230.091605	243110665.228427	6.53E-011	-0.0661105728	0.0215526084	-5.53E-013	-1.43E-013	47	0.1436544844	0.0097452215	0.0188769682	0.0121901794	16.5625019073	-56.625	1.5080636665	1.4856222126
490205998	Scnn1a-Tg2-Cre	excitatory	93557581.6519436	87230809.3084968	1.39E-010	-0.0752013092	0.0237867264	-3.68E-012	-3.17E-012	92	0.570481678	0.0098877674	0.0347486894	0.0287094626	24.1562519073	-47.21875	3.5933688452	3.3493287833
480273887	Rorb-IRES2-Cre-D	excitatory	133195542.40174	169554990.348438	2.03E-010	-0.0694656143	0.0243426008	0	-6.60E-012	197	0.3056215206	0.0133586222	0.0267373777	0.0285883288	48.5	-42.8125038147	4.1111810372	4.0178708732
481093525	Pvalb-IRES-Cre	inhibitory	125506706.592248	131207244.214256	5.50E-011	-0.069137516	0.025812245	0	-1.07E-012	30	-0.0727135452	0.0183289595	0.0344005636	0.0289523234	1.8125001192	-51.5625038147	1.2658652411	1.3215368099
501570114	Vip-IRES-Cre	inhibitory	452415236.034422	463604756.410093	5.45E-011	-0.0729335938	0.0247477749	2.66E-013	-2.28E-012	110	0.8079148682	-0.0017398558	0.040634009	0.0312806346	28.8125019073	-49.8125038147	2.5268936022	2.8353108266
471789504	Ntsr1-Cre_GN220	excitatory	234594081.905912	230804756.421088	6.18E-011	-0.0713196309	0.0302964693	0	-4.49E-012	44	1.1070968733	-0.0137044717	0.0512665357	0.0365396068	29.3125	-41.8125	2.7143383539	2.5570341182
500966656	Sst-IRES-Cre	inhibitory	278262846.517771	317982429.217649	9.58E-011	-0.0713212636	0.0271439604	-4.90E-014	0	58	0.6981304371	-0.0066116989	0.0281095912	0.0303099022	21.375	-57.0937538147	1.882505794	1.863448218
482690728	Sst-IRES-Cre	inhibitory	256461967.156856	291363025.154474	5.23E-011	-0.0700103658	0.0242023281	-3.03E-013	-4.25E-013	38	0.0801207989	0.0107967481	0.0256423322	0.0226215969	22.7187519073	-63.5937538147	1.184863343	1.355900372
480778441	Rorb-IRES2-Cre-D	excitatory	303827207.110907	383457621.724352	9.50E-011	-0.0782779134	0.0282178278	-1.47E-012	-1.31E-012	73	0.2997583016	0.0165092775	0.0246264951	0.0276845663	46.3750038147	-48.8750038147	4.027633222	3.9963921801
514767977	Vip-IRES-Cre	inhibitory	399230389.35759	491783931.32244	5.31E-011	-0.078508894	0.0298067986	2.91E-013	-1.04E-012	61	0.4307736502	0.0093152958	0.0290812119	0.0289741396	28.875	-56.8437538147	2.1654742175	2.2234533188
480999763	Htr3a-Cre_NO152	inhibitory	466101508.035053	627951419.83279	3.52E-011	-0.0721796799	0.0267166053	-3.71E-013	-4.36E-013	74	0.4207255243	0.0079701519	0.0216628127	0.0198171349	28.8437519073	-53.9687538147	2.8319519289	2.7905485666
517319635	Cux2-CreERT2	excitatory	108649786.443478	98215678.7826702	1.42E-010	-0.0753479729	0.0319412438	-2.25E-012	-3.88E-012	68	0.2625327616	0.018613068	0.0344711157	0.0302351608	36.2500038147	-48.25	3.7715877618	3.4926943242
579981789	Ndnf-IRES2-dgCre	inhibitory	182998661.812689	197374607.619986	8.17E-011	-0.0720588913	0.0246211522	0	-3.35E-012	141	0.8526856743	-0.0047673549	0.0308449429	0.0260269353	47.4375038147	-54.9062538147	3.6307743099	3.922286591
471131311	Rbp4-Cre_KL100	excitatory	129414074.562895	200878814.570529	1.26E-010	-0.0691088079	0.021323352	-7.58E-013	-1.93E-012	74	0.710317938	0.0009718585	0.0202908969	0.0234597086	34.6562538147	-47.625	3.0076412738	2.8708313483
485579168	Rbp4-Cre_KL100	excitatory	124105067.625654	112646177.317106	1.29E-010	-0.0775365448	0.0288715433	-2.51E-012	-4.71E-012	86	0.4601863578	0.0153565842	0.0466913568	0.0404238331	31.0937519073	-44.1875	2.46979509	3.0502340375
325919795	Rbp4-Cre_KL100	excitatory	341470040.639798	452464377.456187	8.24E-011	-0.0771775246	0.0401914143	-5.13E-013	-2.25E-012	58	1.4398598144	-0.0263839108	0.0308962219	0.0282637604	29.375	-53.8125	2.921404395	2.3843709168
510106222	Ctgf-2A-dgCre	excitatory	146638728.121266	168915963.353103	1.35E-010	-0.0676123759	0.0185527705	-3.25E-012	-2.56E-012	151	1.2766832335	-0.0122055414	0.0261684029	0.0214199058	38.375	-48.4687538147	6.0965560729	5.1890989853
468120757	Scnn1a-Tg3-Cre	excitatory	91643677.9843501	91882455.1058991	1.33E-010	-0.0690827179	0.0192720872	-2.90E-012	-3.93E-012	92	0.1301820428	0.0191480786	0.0347362225	0.0308052677	36.25	-43.2500038147	3.1363951811	3.406289055
526950199	Ctgf-2A-dgCre	excitatory	250347752.560293	353182849.732965	1.18E-010	-0.0654120693	0.0194963364	-6.16E-013	-3.26E-012	169	1.699285248	-0.025303017	0.0158025837	0.016343834	40.6875	-50.71875	4.3515235356	4.2591335312
569730838	Chrna2-Cre_OE25	inhibitory	363240443.379514	439625179.856585	1.26E-010	-0.0772647298	0.0304469037	-1.76E-012	-4.45E-012	172	0.9360783557	-0.0076184287	0.0338830744	0.0330451971	41.3750038147	-48.65625	3.8814775544	3.7751103466
487358945	Cux2-CreERT2	excitatory	109713265.257908	102394556.980572	1.28E-010	-0.0783423805	0.0293100221	-3.69E-012	-3.74E-012	115	0.774327667	0.0034356517	0.0452108195	0.0373133451	33.1875	-45.0312538147	4.8153308206	4.96944377
491030723	Sst-IRES-Cre	inhibitory	210166422.262548	210778283.343474	8.29E-011	-0.0713866463	0.0225721074	-5.01E-013	-1.35E-012	47	0.5730903084	0.0020082179	0.0334311506	0.0283560297	12.6562509537	-54.25	2.019670086	2.0538735812
467003163	Rorb-IRES2-Cre-D	excitatory	114197495.450161	104332361.147337	7.58E-011	-0.0706540349	0.0247752358	-2.21E-012	-3.96E-012	68	0.2075862491	0.0141797577	0.0364325857	0.0256492856	42.75	-51.9375	3.7668851033	3.6730329503
323777372	Scnn1a-Tg3-Cre	excitatory	178303779.303342	212155266.192054	1.39E-010	-0.0615522308	0.0129254376	-1.98E-012	-1.34E-012	130	0.3508191842	0.0021439805	0.0189455888	0.0186594825	35.8437538147	-49	3.0914355399	3.9288939487
476056333	Scnn1a-Tg2-Cre	excitatory	304199226.177712	352957387.11766	1.03E-010	-0.0730848414	0.0312035554	-1.87E-012	-2.21E-012	136	1.3674661343	-0.0213521438	0.0358073744	0.0308859086	35.71875	-41.5937538147	4.1500095692	4.0042292671
557261437	Chat-IRES-Cre-neo	inhibitory	285275712.937829	312476986.508087	5.45E-011	-0.0701333561	0.0236112438	-4.28E-013	-1.25E-012	125	1.148071192	-0.011606814	0.0351940637	0.0315998033	32.15625	-43.21875	2.5655538463	3.3456636287
467831649	Scnn1a-Tg2-Cre	excitatory	68615805.2706012	55243291.8384747	1.68E-010	-0.0766110878	0.0262300699	-6.07E-012	-5.95E-012	108	0.3651318566	0.0118453174	0.0393526702	0.0290766659	29.1250019073	-48.7500038147	4.4120144009	4.055968084
565778331	Ndnf-IRES2-dgCre	inhibitory	84294650.0750248	105674570.093015	1.98E-010	-0.0667687359	0.0215396491	0	-4.38E-012	91	0.6953434386	0.0021990598	0.0211347617	0.0237468087	47.4062538147	-44.7812538147	3.286741888	3.0299468553
318556138	Pvalb-IRES-Cre	inhibitory	261792693.822996	312468223.250793	5.37E-011	-0.0737059784	0.0229591193	1.78E-013	0	37	0.0457146156	0.0095184267	0.0197893542	0.0236732631	26.5	-64.40625	1.3789210569	1.4056354635
476457450	Nr5a1-Cre	excitatory	304854339.596516	318541049.760204	1.02E-010	-0.0734005947	0.0314022447	-1.80E-012	-2.65E-012	88	0.0089147485	0.0284117995	0.0364158155	0.0314504294	37.71875	-45.6875	3.2371678674	3.6075116359
476053392	Rorb-IRES2-Cre-D	excitatory	181585503.463609	175872498.164585	9.95E-011	-0.0775232029	0.0286740042	-1.78E-012	-2.25E-012	92	0.1881845618	0.0195735292	0.0333844714	0.0307098217	49.8750038147	-48.9375038147	4.0733728869	4.4244705778
475057898	Sst-IRES-Cre	inhibitory	234991588.262583	294340557.016557	1.03E-010	-0.0738941994	0.0258769962	2.04E-013	0	57	0.6895243042	-0.0051879762	0.0242886193	0.0278730535	32.6562538147	-59.5312538147	2.1410151276	2.0667682609
502887600	Rorb-IRES2-Cre-D	excitatory	224449003.770288	240286592.163268	1.39E-010	-0.0765613003	0.0292658394	-2.09E-012	-3.68E-012	125	0.2057328191	0.0152831587	0.0298375233	0.0292577786	37.875	-52.4687538147	4.0391183387	3.5400513279
485912047	Cux2-CreERT2	excitatory	175126192.805643	170417623.832803	1.16E-010	-0.0734621226	0.0259826757	-2.24E-012	-1.72E-012	82	0.4143828842	0.0075579291	0.0268935678	0.024951168	40.34375	-49.8750038147	4.0209908637	4.0938833758
480268803	Rorb-IRES2-Cre-D	excitatory	320968704.757189	360731868.644235	9.08E-011	-0.0725524826	0.0285928412	-1.47E-012	-1.73E-012	99	0.4904333138	0.0059122542	0.0315100565	0.027236134	44.7187538147	-46.7812538147	3.6461133101	2.8032402475
486893033	Scnn1a-Tg3-Cre	excitatory	255261403.351902	373126569.50458	1.14E-010	-0.0706457036	0.0249782174	-1.76E-012	-2.54E-012	113	0.6954275588	0.0030874476	0.0290963209	0.0310212389	37.65625	-38.4062538147	2.5208940115	3.0932736673
513593674	Cux2-CreERT2	excitatory	127683754.371816	117294626.130772	9.63E-011	-0.0806141586	0.0349261884	-2.31E-012	-4.21E-012	89	0.2562347684	0.0208964784	0.0468709158	0.0371215283	40.28125	-47.78125	3.6315118977	4.3004140358
322761772	Rorb-IRES2-Cre-D	excitatory	228336106.819229	268018365.384471	1.16E-010	-0.0827505315	0.0324383656	-2.36E-012	-2.73E-012	99	0.0707659943	0.0288345598	0.0370158552	0.0350975855	39.9062538147	-48.8437538147	3.1330203798	3.704824362
475622793	Htr3a-Cre_NO152	inhibitory	152586845.239054	156148793.529345	4.12E-011	-0.0679493446	0.0229801404	-1.24E-012	-2.34E-012	55	0.4340807269	0.010769264	0.036762662	0.0265995858	39.5	-48.3750038147	3.0326054637	2.8928666888
515056927	Scnn1a-Tg3-Cre	excitatory	486578417.333173	515328439.429209	7.46E-011	-0.0771151905	0.0314970845	-1.60E-012	-2.87E-012	106	0.3750449123	0.0097245344	0.0408928541	0.0314295485	44.8437538147	-51.9062538147	3.7379973518	4.0198665794
521938313	Cux2-CreERT2	excitatory	223209690.60709	224013948.622151	9.65E-011	-0.0753461761	0.033710355	-2.38E-012	-2.61E-012	113	0.1036818645	0.0247607709	0.0418786477	0.0326911421	38.375	-46.8750038147	3.6318208398	3.5704142458
480087928	Rorb-IRES2-Cre-D	excitatory	346591242.274746	407222119.594146	1.14E-010	-0.0738375912	0.0331262606	-1.70E-012	-1.59E-012	114	0.1702935989	0.0181679063	0.0274974159	0.0289866479	37.5312538147	-48.5	3.5222917945	2.9893910612
504635521	Ctgf-2A-dgCre	excitatory	463072518.236419	544939223.706207	1.06E-010	-0.0761957512	0.0265245419	-1.55E-012	-1.71E-012	199	2.0453272629	-0.0384043156	0.0282634875	0.0257239336	31.4687519073	-52.0625038147	3.6220409409	3.5030218637
521399472	Cux2-CreERT2	excitatory	119005682.329879	175517536.44363	2.66E-010	-0.0792238522	0.0322783872	-4.83E-012	-5.42E-012	106	0.8423607684	0.0001251439	0.0304882454	0.0313293403	33.5625	-46.34375	3.669870142	3.8162059802
480647923	Scnn1a-Tg2-Cre	excitatory	302625950.042062	342969093.797555	1.14E-010	-0.0672495613	0.0267527008	-2.39E-012	-3.25E-012	148	0.6956742756	0.0020483767	0.0329370344	0.0300953547	49.625	-35.59375	3.5360488039	4.133213677
490259892	Ntsr1-Cre_GN220	excitatory	290763826.012466	554483092.69283	7.97E-011	-0.0612442827	0.0177510838	-4.82E-013	-1.63E-012	193	1.5247848575	-0.0238608016	0.0176770928	0.0179985739	28.2812519073	-45.1250038147	2.3183181118	2.6229912994
486264574	Cux2-CreERT2	excitatory	125349246.45111	116002759.372283	1.15E-010	-0.074495182	0.0270751397	-2.40E-012	-3.17E-012	105	0.47572764	0.0110285177	0.0404185424	0.0339757687	28.0625019073	-45.0312538147	3.7086496962	4.0605120572
486352114	Sst-IRES-Cre	inhibitory	217211094.480474	206729090.099077	3.85E-011	-0.0762614975	0.0325745544	-2.19E-013	-8.13E-013	37	0.1704892811	0.0087759247	0.0322871587	0.0237510337	19.1250019073	-64.03125	1.4716980682	1.6005724485
526943222	Ndnf-IRES2-dgCre	inhibitory	199207275.906517	214772682.581633	6.41E-011	-0.0674380976	0.0238980229	-9.65E-013	-2.56E-012	83	-0.0935738055	0.0196413167	0.0329684364	0.0250428517	26.5000019073	-53.6562538147	3.277697075	2.6193813298
575774870	Chat-IRES-Cre-neo	inhibitory	225908039.684424	239582981.660055	6.04E-011	-0.0685069555	0.0254762114	-5.47E-013	-2.76E-012	98	0.8352474387	-0.0020897923	0.0442585957	0.0357076754	32	-48.03125	3.3008975325	3.2667444696
386970660	Nr5a1-Cre	excitatory	364069986.809221	418940749.961315	9.30E-011	-0.0721675949	0.032199492	-1.74E-012	-2.17E-012	80	0.1122672433	0.0215010986	0.0317229923	0.0276430558	33.3125	-48.375	3.038636214	3.1182982086
323452245	Sst-IRES-Cre	inhibitory	56612395.7052802	53708463.1314776	1.56E-010	-0.0719248276	0.015823067	-2.44E-012	-5.75E-012	85	0.501310574	0.0121723499	0.0358788649	0.0296295818	32.78125	-48.8437538147	3.7188018869	3.633284959
513832252	Scnn1a-Tg3-Cre	excitatory	238892499.066868	363600561.374649	1.35E-010	-0.079295049	0.0302866756	-2.24E-012	-3.88E-012	158	0.3965071032	0.0131708476	0.0286219902	0.033690113	37.90625	-44.96875	3.3847802659	3.8908130914
328015342	Sst-IRES-Cre	inhibitory	238199279.622789	241527961.024858	1.05E-010	-0.070463932	0.0235242468	-6.99E-013	0	35	0.560911822	0.0044121558	0.02889094	0.0277684377	36.59375	-50.71875	2.2056403643	2.1526203703
313861677	Rorb-IRES2-Cre-D	excitatory	213395905.488265	200024896.130422	9.57E-011	-0.0709019699	0.029967109	-2.26E-012	-2.01E-012	121	0.5001739346	0.0042160688	0.0311372407	0.0261230559	50.4375038147	-48.3125	4.780396083	4.752008608
526531616	Ndnf-IRES2-dgCre	inhibitory	209008264.421679	230878960.728622	5.94E-011	-0.072748024	0.0315614744	-1.26E-012	-1.93E-012	79	0.1978064567	0.0155096572	0.0372831774	0.0278684926	25.6250019073	-53.4375	2.9809734439	2.5466006385
476266853	Scnn1a-Tg3-Cre	excitatory	141769392.648848	129673030.582856	8.70E-011	-0.0748448887	0.0291386089	-2.19E-012	-3.22E-012	94	0.2584844406	0.015999705	0.0388154311	0.028538648	47.0312538147	-52	4.435970622	5.2347129432
479179020	Rorb-IRES2-Cre-D	excitatory	170847444.784361	168211544.362142	1.04E-010	-0.0714109268	0.0214112402	-1.19E-012	-3.11E-012	68	0.3942789157	0.0063466117	0.025971707	0.0199982744	46.5	-51.6562538147	3.8909790034	4.2082291424
473593847	Sst-IRES-Cre	inhibitory	195091191.24507	205966169.619379	7.05E-011	-0.0742924118	0.0310546759	5.27E-014	0	51	0.6618626936	-0.0008357622	0.0333090266	0.0342744112	37	-57.7812538147	1.9689104141	1.8377684621
566563603	Nkx2-1-CreERT2	inhibitory	254480887.072029	295874823.710804	6.65E-011	-0.0727149544	0.0367035637	-1.37E-012	-4.28E-012	62	0.6595730977	-0.0014707851	0.0412474956	0.03509436	16.15625	-52.71875	2.6341096557	2.4093136964
491026389	Sst-IRES-Cre	inhibitory	170674246.385433	179086242.357253	8.76E-011	-0.0724585698	0.0215012816	2.93E-013	0	58	0.7539120579	-0.0038835815	0.0303446907	0.0309768238	22.84375	-59.6250038147	1.595525784	1.6207183559
563535101	Chat-IRES-Cre-neo	inhibitory	327538439.801779	348828530.511774	5.65E-011	-0.0743098316	0.0264178926	4.92E-013	-2.44E-012	84	0.4643043382	0.0116632904	0.0423195228	0.0354769715	29.0000019073	-51.21875	2.8853445416	3.1312812843
567354967	Chrna2-Cre_OE25	inhibitory	319031429.75574	363126794.215866	9.02E-011	-0.0708201599	0.0242617484	3.81E-013	-1.16E-012	100	0.6445974809	-0.0057345284	0.0237255144	0.0240516214	39.78125	-61.0312538147	2.7763813868	2.6673742536
476686112	Sst-IRES-Cre	inhibitory	277442662.282537	296375311.17393	8.05E-011	-0.0650787582	0.0224702356	-1.21E-013	0	50	0.6229111855	-0.0064905529	0.0270826455	0.0272553077	46.40625	-58.5937538147	1.751767367	1.8712986119
466632464	Ntsr1-Cre_GN220	excitatory	201522545.958675	211334206.930533	8.85E-011	-0.0730520973	0.0250335079	0	-5.55E-012	78	0.7615198602	-0.0016723029	0.0424234862	0.0298118577	30.375	-49.4375	2.4558143506	2.5426988156
504647603	Rorb-IRES2-Cre-D	excitatory	168283090.936962	170532030.765281	1.48E-010	-0.0782336445	0.0312870951	-3.94E-012	-3.94E-012	137	0.3706654574	0.0127145328	0.042510918	0.0363266928	36.375	-48.5	3.9873244962	4.0271855926
475751758	Scnn1a-Tg2-Cre	excitatory	234247171.868897	307207924.979159	1.19E-010	-0.0761825104	0.0385531414	0	-4.31E-012	128	1.1453585582	-0.012130848	0.0321376119	0.0328155946	38.7187538147	-43.0937538147	3.455637882	3.4333960882
314529406	Rorb-IRES2-Cre-D	excitatory	236065162.475115	234875629.741898	1.33E-010	-0.0740113449	0.0271694099	-2.26E-012	-1.23E-012	100	0.4439118872	0.008025771	0.0303850864	0.0290339898	42.5	-49.9375	4.1352029801	4.4205262197
477490421	Pvalb-IRES-Cre	inhibitory	92675766.8442089	99999616.8414835	6.99E-011	-0.07038414	0.0278864533	-3.21E-013	-1.10E-012	24	-0.0550130529	0.0195131587	0.0347869713	0.0283328094	10.1562509537	-53.3125038147	1.0086173928	1.2402292433
475619045	Htr3a-Cre_NO152	inhibitory	226813082.413221	211704890.244662	4.17E-011	-0.0608125242	0.0099087336	0	-2.27E-012	58	0.4409684418	0.0014348711	0.0342604407	0.027485502	28.6250019073	-54.8437538147	2.0165933483	2.0849301555
475848827	Rorb-IRES2-Cre-D	excitatory	412353294.769929	547265530.354834	7.60E-011	-0.0617117577	0.0219801341	-8.04E-013	-7.21E-013	74	0.3495966796	0.004735201	0.0197414049	0.0227869751	35.0625038147	-46.9375038147	2.1932470422	2.8500059942
475585413	Htr3a-Cre_NO152	inhibitory	243561443.096433	245249954.666346	3.71E-011	-0.0655021261	0.026648659	0	-3.19E-012	70	1.3608571155	-0.0233473655	0.0399889176	0.0252927208	28.2812519073	-50.9062538147	2.5254074417	2.6312543475
581138223	Nkx2-1-CreERT2	inhibitory	213283882.534481	227497815.003808	7.51E-011	-0.0642883568	0.0209722673	-5.00E-013	-3.73E-012	102	0.1687622581	0.0097527286	0.0304513425	0.0221506458	31.0625	-51.6250038147	3.6049763686	2.8991824128
553219924	Chat-IRES-Cre-neo	inhibitory	215866558.066691	218338234.180115	4.92E-011	-0.0764638939	0.0232010186	6.82E-013	-1.93E-012	80	0.451768424	0.0143669919	0.0389076663	0.0324125216	43.3437538147	-53.28125	2.9076560918	2.8641185833
471819401	Ntsr1-Cre_GN220	excitatory	153305427.136408	169943529.507069	1.00E-010	-0.0775052738	0.0278102164	0	-4.44E-012	66	0.6621419253	0.0036131922	0.041881052	0.0351938351	34.1875038147	-48.9375038147	2.2049847698	2.6906586612
505476170	Cux2-CreERT2	excitatory	159089347.03937	163826208.350291	1.21E-010	-0.0714959412	0.0246920321	-2.99E-012	-2.92E-012	150	0.4516910193	0.0052990084	0.0321860749	0.0285388088	40.6562538147	-50.34375	4.2403849425	4.1312349352
485578197	Rbp4-Cre_KL100	excitatory	163597103.255267	148701200.999192	1.07E-010	-0.0777190628	0.031094446	-2.40E-012	-5.15E-012	69	0.8475237667	-0.0010349434	0.0505941724	0.0382989912	31.6250019073	-45.8437538147	2.8758943752	3.3559129446
478716304	Sst-IRES-Cre	inhibitory	320237327.139182	362206076.09957	6.30E-011	-0.0723174922	0.0272742588	-4.30E-013	0	33	0.3817497256	0.0009372724	0.0276128139	0.0284455217	17.1250019073	-60.375	1.6535591308	1.6772884034
330080937	Pvalb-IRES-Cre	inhibitory	195932509.936582	202187258.326205	4.25E-011	-0.0816422787	0.0383094102	-6.81E-013	-7.21E-013	36	0.5056794466	0.0035326652	0.0436316297	0.0336698518	10.09375	-55.90625	1.2039924521	1.5277955458
487306716	Pvalb-IRES-Cre	inhibitory	107583065.672944	86189604.3749627	5.46E-011	-0.0729836121	0.0272379046	0	-8.31E-013	24	0.3108012736	0.0002225519	0.0534261278	0.0361929511	11.78125	-65.15625	1.0086968893	1.2151845334
485570372	Nr5a1-Cre	excitatory	291996649.747434	262424039.500187	8.61E-011	-0.0768894602	0.0321813731	-1.72E-012	-4.80E-012	35	0.4438990774	0.0121143374	0.043719651	0.0367080045	38.7187538147	-47.5000038147	3.0399683561	3.4080740251
486176465	Rbp4-Cre_KL100	excitatory	299424788.763837	372631535.193966	1.49E-010	-0.077983696	0.0297715536	-4.04E-012	-3.24E-012	157	0.9481953824	-0.0052679988	0.0326037734	0.0316347565	38.0000038147	-46.25	4.1657922456	3.3718911394
490485142	Ntsr1-Cre_GN220	excitatory	153308888.017297	141713460.884558	8.44E-011	-0.0784114571	0.0288454798	0	-7.46E-012	66	0.4864324621	0.0133768744	0.0597463541	0.0400837494	24.25	-43.4375038147	2.1818765682	2.6259948464
326734770	Htr3a-Cre_NO152	inhibitory	185864399.809747	225785477.474318	5.18E-011	-0.0672563044	0.0252854032	-3.91E-013	-2.53E-012	68	0.4620372633	0.0052158526	0.0288778661	0.0252706746	16.34375	-50	2.443984163	2.5346700636
476099282	Sst-IRES-Cre	inhibitory	319190063.915626	317171026.993714	4.85E-011	-0.0736708323	0.0240255898	6.54E-013	-1.37E-012	39	0.2757717908	0.0092343279	0.0361620302	0.0309978447	36.59375	-59.1250038147	2.0883225542	2.1209102208
475894121	Pvalb-IRES-Cre	inhibitory	169970970.862044	190508107.592959	4.82E-011	-0.0781353569	0.0379299916	-4.86E-013	-1.97E-013	40	0.2544349345	0.0159256977	0.0330089759	0.0297363154	13.8437509537	-56.46875	1.3352239629	1.6354475889
324053519	Rorb-IRES2-Cre-D	excitatory	257161057.124265	294483608.338986	1.58E-010	-0.0788131485	0.036734212	-3.87E-012	-2.94E-012	199	1.3663195131	-0.0257908286	0.0361690169	0.0364256448	43.15625	-42.4687538147	4.8258683827	4.7524983843
488708322	Pvalb-IRES-Cre	inhibitory	118595782.203578	113483126.955512	5.41E-011	-0.0745827001	0.0278804638	0	-2.27E-012	32	0.2106164376	0.0127701643	0.0495168659	0.0356282076	9.1250009537	-59.3750038147	1.3240811561	1.3574245026
478947222	Pvalb-IRES-Cre	inhibitory	194332014.021469	156440073.493334	4.90E-011	-0.0776028347	0.0304470282	0	-4.08E-012	49	0.435970106	0.0072483963	0.0766417799	0.0556813697	16.2500019073	-60.0312538147	1.3780554752	1.6177089238
561517025	Nkx2-1-CreERT2	inhibitory	106983304.841469	112248795.978162	8.31E-011	-0.0726474209	0.0291645673	-7.20E-013	-3.97E-013	36	0.1659306926	0.0141129468	0.0329540168	0.0294131923	23.3125019073	-54.40625	1.3748661532	1.478389622
480351780	Rorb-IRES2-Cre-D	excitatory	166065327.280579	286750751.803222	1.45E-010	-0.0617842153	0.0155118251	-5.09E-013	-3.34E-012	88	0.7969148005	-0.0035574599	0.0169242198	0.0198415905	46.03125	-47.2812538147	3.5390984523	3.5661698237
329557305	Rorb-IRES2-Cre-D	excitatory	131433277.836224	116191912.69222	1.15E-010	-0.0826141644	0.0337923387	-2.76E-012	-5.51E-012	72	0.2384623162	0.0240730333	0.0499290739	0.0399794369	36.78125	-48.7500038147	3.72470463	3.7084293265
560924223	Chat-IRES-Cre-neo	inhibitory	214162917.289666	251355229.937626	6.36E-011	-0.0697215042	0.0242341344	0	-2.76E-012	83	0.3433936518	0.0172167959	0.0330262667	0.0350972288	31.0000019073	-44.4062538147	3.005285685	3.2687888443
502269786	Nr5a1-Cre	excitatory	113671829.7466	102309470.712612	1.24E-010	-0.0796587296	0.0282017554	-2.99E-012	-4.57E-012	92	0.2201710642	0.0201494145	0.0437382077	0.0336209471	37.71875	-52.0312538147	3.9914940638	4.1606989085
324025297	Rorb-IRES2-Cre-D	excitatory	332510333.729662	378859404.256348	9.66E-011	-0.0739290695	0.0376400265	-1.30E-012	-2.80E-012	144	0.2425666375	0.0177281505	0.0344670482	0.0307431247	37.78125	-45.875	3.6098653848	3.1928307839
514824979	Htr3a-Cre_NO152	inhibitory	380991782.559089	416477683.046533	6.07E-011	-0.0736292114	0.0283187937	-3.49E-013	-9.53E-013	96	0.7982398883	-0.0032295466	0.0340394991	0.0311149667	16.78125	-50.7500038147	2.5551521951	2.980521937
478793814	Pvalb-IRES-Cre	inhibitory	110326136.405483	124876091.731871	8.04E-011	-0.0786897697	0.0273172425	-3.47E-013	-4.52E-013	34	-0.0686957906	0.0245663927	0.0244249349	0.0216861427	11.625	-59.4062538147	1.3936629281	1.6094515534
515249852	Rbp4-Cre_KL100	excitatory	136603984.28057	211190919.789479	1.51E-010	-0.0742417316	0.0239941945	-6.00E-013	-3.13E-012	91	0.6021342986	0.0044095777	0.022147806	0.0252319503	36.75	-50.4687538147	2.9557570022	3.1756041249
485880739	Rbp4-Cre_KL100	excitatory	120740298.776082	161533737.387389	1.50E-010	-0.0707933254	0.0245731967	-1.15E-012	-2.92E-012	71	0.7766249716	0.002928089	0.0224689424	0.023928986	44.1875	-46.5625038147	3.7168961468	3.5774376865
